機種,台松料號,材料代號,中文名稱,同行價,修理價,顧客自購價,維修工時
EH-NE70,EHNE70DEAW,K3300-0730,負離子產生器,300,500,400,
EH-NE60,EHNE60DEAW,K3300-0740,負離子產生器,300,500,400,
EH-KA14,EHKA14MB1W,K3300-0750,馬達組,90,290,150,
EH-5414,EH5414L1007,K3300-0760,馬達加風扇(日本向泰國已停供),350,550,450,
EH-SA42,EHSA42NNCW,K3300-0770,負離子產生器,2000,2200,2100,
EH-SA31VP,WEHSA31L4438,K3300-0780,負離子產生器,1600,1800,1700,
EH-2861,WEH2861W4377,K3300-0790,馬達,350,550,450,
EH-HS60,EHHS60LEDW,K3310-0010,LED燈,30,230,50,
EH-NA98-W,EHNA98LEDLW,K3310-0020,LED導光條,90,310,150,B.15
EH-5741,EH5741HB110W,K3320-0240,電熱絲,300,500,400,
EH-7911,WEH791H2507,K3320-0260,電熱絲(舊機種),300,500,400,
EH-5132,EH5132HB110W,K3320-0320,電熱絲,200,400,300,
EH-5431,EH5431HB110W,K3320-0330,電熱絲　　　　　　　　　　　　,200,400,300,
EH-5131,EH5131HB110W,K3320-0350,電熱絲,350,550,450,
EH-5011,EH5011NHB11W,K3320-0360,電熱絲,300,500,400,
EH-5150,EH5150HBW,K3320-0390,電熱絲,300,500,400,
EH-5743,EH5743HBW,K3320-0410,電熱絲,250,450,350,
EH-5931,EH5931HB11W,K3320-0450,電熱絲(泰國已停供),250,450,350,
EH-8465,EH8461HI135W,K3320-0460,電熱絲,200,400,300,
EH-5401,EH5401FNBW,K3320-0470,扇葉　　　　　　　　　　　　　,90,290,150,
EH-5401,EH5401HB110W,K3320-0480,電熱絲,200,400,300,
EH-5201,EH5201HB11W,K3320-0490,電熱絲,200,400,300,
EH-5281,EH5281HB11W,K3320-0500,電熱絲,120,320,200,
EH-5371,EH5371HB110W,K3320-0510,電熱絲(泰國已停止供應),200,400,300,
EH-5235,EH5235HB11W,K3320-0520,電熱絲,200,400,300,
EH-5287,EH5287HBW,K3320-0530,電熱絲,150,350,250,
EH-1671,EH1671IPA11W,K3320-0540,上燙板,150,350,250,
EH-1671,EH1671IPB11W,K3320-0550,下燙板(已停供),150,350,250,
EH-5282,EH5282HB1W,K3320-0560,電熱絲,120,320,200,
EH-5275,EH5275HB1W,K3320-0570,電熱絲,500,700,650,
EH-5311,EH5311HB1W,K3320-0580,電熱絲,200,400,300,
EH-5934,EH5934HB11W,K3320-0590,電熱絲,200,400,300,
EH-5214,EH5214HB11W,K3320-0600,電熱絲,200,400,300,
EH-5284,EH5284HB11W,K3320-0610,電熱絲,120,320,200,
EH-7911,EH7911HB1W,K3320-0620,電熱絲,150,350,200,
EH-7926,EH7923HB1W,K3320-0630,電熱絲,150,350,200,
EH-7925,EH7925HB1W,K3320-0640,電熱絲,150,350,200,
EH-7926,EH7926HB1W,K3320-0650,電熱絲,150,350,200,
EH-5471,EH5471HBW,K3320-0660,電熱絲,200,400,300,
EH-2424,WEH2424L4448,K3320-0670,加熱器,2000,2200,2100,
EH-2851,WEH2851K4448,K3320-0680,汽化器,2200,2400,2300,
EH-5372,EH5372HB1W,K3320-0690,電熱絲附馬達,400,600,500,
EH-5276,EH5276HB1W,K3320-0700,電熱絲,400,600,500,
EH-1613,EH1613DIPLW,K3320-0710,電熱板,200,400,300,
EH-1517,EH1517SIP1W,K3320-0720,蒸氣加熱管組,450,650,600,
EH-1517,EH1517DIP1W,K3320-0730,加熱板組,300,500,350,
EH-1514,EH1514DIP9W,K3320-0740,加熱管組,200,400,300,
EH-5101,EH5101HB11W,K3320-0750,電熱絲,200,400,300,
EH-5215,EH5215HB11W,K3320-0760,電熱絲,350,550,450,
EH-2861,WEH2861K4438,K3320-0770,汽化器(日本已停止供應),1400,1600,1500,
EH-1613,EH1613SIPLW,K3320-0780,電熱板,300,500,350,
EH-1711,EH1711PAH1W,K3320-0790,電熱板,400,600,500,
EH-5263,WEH5263L2503,K3320-0800,馬達電熱絲組,650,850,700,
EH-5264,WEH5264L2503,K3320-0810,馬達電熱絲組,1000,1200,1100,
EH-2271,EH2271HB1W,K3320-0820,電熱絲,300,500,400,
EH-2473,WEH2473L4431,K3320-0830,汽化器,3100,3300,3200,
EH-1575,EH1575SIPW,K3320-0840,加熱器,450,650,550,
EH-1575,EH1575DIPW,K3320-0850,加熱器,300,500,400,
EH-1673,EH1673DIP1W,K3320-0860,燙板,200,400,300,
EH-1673,EH1673SIP1W,K3320-0870,加熱器,300,500,400,
EH-5164,WEH5163L2518,K3320-0880,電熱絲,500,700,600,
EH-KA11,EHKA11HB1W,K3320-0890,電熱絲,150,350,250,
EH-KA71,EHKA71HB1W,K3320-0900,電熱絲,150,350,250,
EH-NE31,EHNE31MHB1W,K3320-0910,電熱絲附馬達,450,650,550,
EH-NE50,EHNE50MHB1W,K3320-0920,電熱絲附馬達,500,700,650,
EH-NE70,EHNE70MHB1W,K3320-0930,電熱絲附馬達,800,1000,900,
EH-NE60,EHNE60MHB1W,K3320-0940,電熱絲附馬達,700,900,800,
EH-HS60,EHHS60SIPA1W,K3320-0950,上燙板,300,500,400,
EH-HS60,EHHS60DIPA1W,K3320-0960,下燙板,200,400,300,
EH-1575,EH1575SIPW1W,K3320-0970,左加熱器白,500,700,650,
EH-1575,EH1575DIPW1W,K3320-0980,右加熱器白,300,500,400,
EH-HW51,EHHW51HABW,K3320-0990,上燙板,300,500,400,
EH-HW51,EHHW51HBBW,K3320-1000,下燙板,300,500,400,
EH-HW11,EHHW11HABW,K3320-1010,上燙板,300,500,400,
EH-HW11,EHHW11HBBW,K3320-1020,下燙板,300,500,400,
EH-NA30VP,EHNA30NMHP1W,K3320-1030,馬達電熱絲組(含外殼粉紅色),1000,1200,1100,
EH-NA30,EHNA30MHA2W-1,K3320-1031,馬達電熱絲組,700,900,850,
EH-ND21,EHND21MHA2W,K3320-1040,馬達電熱絲組,400,600,500,
EH-NE41,EHNE41MHA2W,K3320-1050,馬達電熱絲組,500,700,650,
EH-ND24,EHND24MHA2W,K3320-1060,馬達電熱絲組,250,450,350,
EH-NE14,EHNE14MHA2WW,K3320-1070,馬達電熱絲組,500,700,650,
EH-ND51,EHND51MHA2W,K3320-1080,馬達電熱絲組,350,550,450,
EH-KA14,EHKA14HB1W,K3320-1090,電熱絲,150,350,250,
EH-NA91,EHNA91L4377N,K3320-1100,電熱絲,900,1100,1000,
EH-2861,WEH2851W0987,K3320-1110,感溫線,50,250,90,
EH-ND11,EHND11MHA2W,K3320-1120,馬達電熱絲組,300,500,400,
EH-NE11,EHNE11MHA2W,K3320-1130,馬達電熱絲組,500,700,650,
EH-NE14,EHNE14MHA2W-1,K3320-1140,馬達電熱絲組(不含電源線),500,700,650,
EH-NE41,EHNE41MHA2W-1,K3320-1150,馬達電熱絲組(不含電源線),500,700,650,
EH-NE11,EHNE11MHA2W-1,K3320-1160,馬達電熱絲組(不含電源線),500,700,650,
EH-HW17,EHHW17STPW,K3320-1170,顆粒板 (粉紅),50,250,90,
EH-HW17,EHHW17STVW,K3320-1180,顆粒板 (紫色),50,250,90,
EH-HW17,EHHW17IP13PW,K3320-1190,電熱板 (粉紅),500,700,650,
EH-HW17,EHHW17IP13WW,K3320-1200,電熱板 (白),500,700,650,
EH-HW18,EHHW18HABW,K3320-1210,電熱板組A,350,550,450,
EH-HW58,EHHW58HABW,K3320-1220,電熱絲組A,350,550,450,
EH-HW58,EHHW58HBBW,K3320-1230,電熱絲組B,300,500,400,
EH-HW18,EHHW18HBBW,K3320-1240,電熱絲組B,300,500,400,
EH-NA92,EHNA92L4377N,K3320-1250,電熱絲,700,900,800,
EH-NA45-W,EHNA45MH13BW,K3320-1260,馬達電熱絲組,700,1200,800,E1.35
EH-NA27,EHNA27MHB1W,K3320-1270,馬達電熱絲組,700,1200,850,E1.35
EH-NE57,EHNE57MHB1W,K3320-1280,馬達電熱絲組,600,1100,750,E1.35
EH-NA98-W,EHNA98MHB1W,K3320-1290,馬達電熱絲模組,1900,2400,2000,E1.35
EH-NE73,EHNE73MHA2W,K3320-1300,馬達電熱絲組,800,1300,900,E1.35
EH-NE74,EHNE74MHA2W,K3320-1310,馬達電熱絲組,800,1020,900,B.15
EH-NA30,EHNA30NMHW1W,K3320-1320,馬達電熱絲組(含外殼白色),1100,1600,1200,E1.35
EH-NE21,EHNE21AFA2W,K3320-1330,馬達電熱絲組,500,1000,650,E1.35
EH-NA9A,EHNA9AMHB1W,K3320-1340,電熱絲組立,1800,2300,1940,E1.35
EH-NA32,EHNA32MHA2W,K3320-1350,電熱絲組立,600,1100,750,E1.35
EH-NA55,EHNA55MHA2W,K3320-1360,電熱絲組立,1300,1800,1550,E1.35
EH-NA9B,EHNA9BMHB1W,K3320-1370,電熱絲組立,1800,2510,2100,G.50
EH-NA46,EHNA46MHA2W,K3320-1380,電熱絲組立,1400,2110,1700,G.50
EH-NA0E,EHNA0EAFA2W,K3320-1390,電熱絲組立,2100,2530,2400,E.30
EH-ND56,EHND56MHA2W,K3320-1400,馬達電熱絲,400,760,500,D.25
EH-NE43,EHNE43MHA2BW,K3320-1410,馬達電熱絲,600,1030,750,E.30
EH-NA9G,EHNA9GMHB1W,K3320-1420,馬達電熱絲,1800,2230,2100,E.30
EH-NA0G,EHNA0GAFA2BW,K3320-1430,馬達電熱絲(A),1800,2230,2100,E.30
EH-NA0G,EHNA0GAFA2HW,K3320-1440,馬達電熱絲(P),1800,2230,2100,E.30
EH-NA9L,EHNA9LMHB1W,K3320-1450,馬達電熱絲組,1800,2230,2100,E.30
EH-NE43,EHNE43MHA2HW,K3320-1460,馬達電熱絲組(線灰色),700,1130,850,E.30
EH-NE29,EHNE29AFA2W,K3320-1470,馬達電熱絲組,400,760,500,D.25
EH-NA0J,EHNA0JAFA2AW,K3320-1480,馬達電熱絲組(A),2400,2900,2750,E1.35
EH-NA0J,EHNA0JAFA2HW,K3320-1490,馬達電熱絲組(P),2400,2900,2750,E1.35
EH-NA7M,EHNA7MAFA2BW,K3320-1500,馬達電熱絲組立,1400,1900,1700,E1.35
EH-NE73,EHNE73MHA2BW,K3320-1510,馬達電熱絲組立,850,1350,1000,E1.35
EH-NA9N,EHNA9NAFA2BW,K3320-1520,馬達電熱絲組立,1600,2100,1900,E1.35
EH-2861,WEH2861L4207,K3330-0030,感溫器,200,400,300,
EH-257,WEH257L2507,K3360-0010,鎳鎘電池,200,400,300,
EH-2511,WEHSP30L0317,K3360-0050,電池,30,230,50,
EH-SP30,WEHSP30L2508,K3360-0060,鋰電池,300,500,400,
EH-,EH5742PGA2BB,K3400-0010,轉換插頭（黑）,30,230,50,
EH-,EH5742PGA2WW,K3400-0020,轉換插頭（白）　　　　　　　　,30,230,50,
EH-7926,EH7911CTBW,K3400-0060,電源線接頭,30,230,50,
EH-7911,EH7911CTAW,K3400-0070,接頭,20,220,40,
EH-KA11,EHKA11CTBW,K3400-0080,接頭,30,230,50,
EH-KA71,EHKA71CTBW,K3400-0090,接頭,30,230,50,
EH-KA71,EHKA71CTAW,K3400-0100,連接板,20,220,40,
EH-KA71,EHHW51CTBW,K3400-0110,接頭,90,290,150,
EH-HW11,EHHW11CTBW,K3400-0120,接頭,90,290,150,
EH-KA14,EHKA14FRHW,K3400-0130,接頭,20,220,40,
EH-HW17,EHHW17CTBW,K3400-0140,電源線連結座,30,230,50,
EH-5201,EH5201SS135W,K3420-0010,開關,50,250,90,
EH-2331,WEH2331G4367,K3420-0040,電熱板A(綠),50,250,90,
EH-2331,WEH2331P4367,K3420-0050,電熱板A(粉),50,250,90,
EH-2331,WEH2331G4387,K3420-0060,電熱板B(綠),90,290,150,
EH-7911,EH7911MSW,K3420-0080,開關,50,250,90,
EH-7926,EH7923MSW,K3420-0090,開關,90,290,150,
EH-5275,EH5275MS1W,K3420-0100,開關(已停供),90,290,150,
EH-5311,EH5311MS9W,K3420-0110,開關,50,250,90,
EH-5214,EH5214SS135W,K3420-0120,開關,50,250,90,
EH-5934,EH5934PS304W,K3420-0130,冷熱開關,90,290,150,
EH-5934,EH5934SSW,K3420-0140,風量開關,50,250,90,
EH-2424,WEH2424A2037,K3420-0150,開關,400,600,500,
EH-1517,EH1517DEA1W,K3420-0160,基座,300,500,350,
EH-1517,EH1517MSB1W,K3420-0170,開關,90,290,150,
EH-1514,EH1514DEA9W,K3420-0180,基座,350,550,450,
EH-1514,EH1517MSB9W,K3420-0190,開關,50,250,90,
EH-5276,EH5276MS1W,K3420-0200,開關,90,290,150,
EH-1613,EH1613SSW,K3420-0210,開關,50,250,90,
EH-5101,EH5101MS1W,K3420-0220,開關,50,250,90,
EH-5215,EH5215MS1W,K3420-0230,開關,50,250,90,
EH-1711,EH1711MS1W,K3420-0240,開關,90,290,150,
EH-5263,WEH5263L2008,K3420-0250,開關,90,290,150,
EH-2861,WEH2851A1247,K3420-0260,鎖定開關,120,320,200,
EH-1575,EH1575PSW,K3420-0270,開關,50,250,90,
EH-1673,EH1673SS1W,K3420-0280,開關,30,230,50,
EH-KA11,EHKA11MSW,K3420-0290,開關,50,250,90,
EH-KA71,EHKA71MSW,K3420-0300,開關,50,250,90,
EH-NE31,EHNE31NMSW,K3420-0310,開關,90,290,150,
EH-NE50,EHNE50MS1W,K3420-0320,開關,90,290,150,
EH-NE70,EHNE70MS1W,K3420-0330,開關,90,290,150,
EH-NE60,EHNE60NMS1W,K3420-0340,開關,90,290,150,
EH-HS60,EHHS60SS1W,K3420-0350,開關,30,230,50,
EH-KA14,EHKA14MSW,K3420-0360,開關,50,250,90,
EH-ND11,EHND11MSLW,K3420-0370,主開關(藍),30,230,50,
EH-ND11,EHND11MSWW,K3420-0380,主開關(白),30,230,50,
EH-NA45-W,EHNA45NMSW,K3420-0390,開關,90,290,150,
EH-NA45-W,EHNA45MSPPW,K3420-0400,開關板(紅色),30,230,50,
EH-NA45-W,EHNA45MSPWW,K3420-0410,開關板(白色),30,230,50,
EH-NA27,EHNA27MSW,K3420-0420,開關,90,310,150,B.15
EH-NA27,EHNA27MSPPW,K3420-0430,開關板(粉色),30,250,50,B.15
EH-NA27,EHNA27MSPWW,K3420-0440,開關板(白),30,250,50,B.15
EH-NE57,EHNE57MSPHW,K3420-0450,開關板,30,250,50,B.15
EH-NE57,EHNE57MSW,K3420-0460,開關,90,310,150,B.15
EH-NA98-W,EHNA98MSW,K3420-0470,主開關,90,310,150,B.15
EH-NE73,EHNE73MSW,K3420-0480,開關,90,310,150,B.15
EH-NE73,EHNE73PSW,K3420-0490,冷風開關,90,310,150,B.15
EH-NE74,EHNE74MSW,K3420-0510,開關,90,310,150,B.15
EH-NE74,EHNE74PSW,K3420-0520,冷風開關,90,310,150,B.15
EH-NE21,EHNE21MSW,K3420-0530,主開關,50,410,90,D.25
EH-NA9A,EHNA9AMSW,K3420-0540,風量開關,90,310,150,B.15
EH-NA32,EHNA32MSW,K3420-0550,開關,90,240,150,A.10
EH-NA32,EHNA32NSPHW,K3420-0560,模式切換開關(銀),30,180,50,A.10
EH-NA32,EHNA32NSPPW,K3420-0570,模式切換開關(粉),30,180,50,A.10
EH-NA32,EHNA32SWNW,K3420-0580,奈米水離子開關,90,240,150,A.10
EH-NA9B,EHNA9BMSW,K3420-0590,開關,90,380,150,C.20
EH-NA46,EHNA46MSPPW,K3420-0600,開關板(桃紅),30,250,50,B.15
EH-NA46,EHNA46MSW,K3420-0610,開關,30,320,50,C.20
EH-NA0E,EHNA0EMSPHW,K3420-0620,開關板(金),90,310,150,B.15
EH-NA0E,EHNA0EMSPLW,K3420-0630,開關板(藍),90,310,150,B.15
EH-NA0E,EHNA0EMSW,K3420-0640,開關,90,450,150,D.25
EH-NA9G,EHNA9GMSPPW,K3420-0650,開關板,90,380,150,C.20
EH-NA9G,EHNA9GMSW,K3420-0660,開關,90,450,150,D.25
EH-NA0G,EHNA0GMSBLW,K3420-0670,模式開關按鈕(A),90,380,150,C.20
EH-NA0G,EHNA0GMSBPW,K3420-0680,模式開關按鈕(P),50,340,90,C.20
EH-NA0G,EHNA0GMSPLW,K3420-0690,開關板(A),150,440,250,C.20
EH-NA0G,EHNA0GMSPPW,K3420-0700,開關板(P),90,380,150,C.20
EH-NA0G,EHNA0GMSW,K3420-0710,開關,90,450,150,D.25
EH-NA9L,EHNA9LMSPRW,K3420-0720,開關板,90,310,150,B.15
EH-NA9L,EHNA9LMSW,K3420-0730,主開關,90,450,150,D.25
EH-NA0J,EHNA0JMSOTW,K3420-0740,主開關,50,480,90,E.30
EH-NA0J,EHNA0JMSWPBW,K3420-0750,主開關板（A）,90,380,150,C.20
EH-NA0J,EHNA0JMSWPPW,K3420-0760,主開關板（P）,90,380,150,C.20
EH-NA0J,EHNA0JMSBWW,K3420-0770,模式開關按鈕（W）,90,380,150,C.20
EH-NA0J,EHNA0JMSWPWW,K3420-0780,主開關板（W）,90,380,150,C.20
EH-5401,EH5401SSW,K3421-0400,風速開關,50,250,90,
EH-5931,EH594MPLHW,K3421-0440,風速開關板,30,230,50,
EH-5931,EH5931SSLW,K3421-0450,冷熱開關板藍,30,230,50,
EH-5931,EH5931SSHW,K3421-0460,冷熱開關板灰,30,230,50,
EH-5201,EH5201MSPLW,K3421-0480,開關板藍色,30,230,50,
EH-5201,EH5201MSPPW,K3421-0490,開關板粉紅,30,230,50,
EH-5401,EH5401PS304W,K3421-0520,冷熱開關,90,290,150,
EH-8465,EH817MSW,K3421-0530,開關,50,250,90,
EH-5931,EH5891PS304W,K3421-0540,冷熱開關,90,290,150,
EH-8461,EH8461PBLW,K3421-0550,按鍵,30,230,50,
EH-5371,EH5371MSW,K3421-0580,冷熱開關,90,290,150,
EH-5371,EH5371HLSVW,K3421-0590,冷熱開關板,20,220,40,
EH-5371,EH5371SSW,K3421-0600,風速開關,50,250,90,
EH-2331,WEH2331G3207,K3421-0610,開關板(綠),50,250,90,
EH-2331,WEH2331P3207,K3421-0620,開關板(粉),50,250,90,
EH-8465,EH8465MPVW,K3421-0630,開關板(紫),30,230,50,
EH-5371,EH5371MSPHW,K3421-0650,按鈕(白),20,220,40,
EH-5371,EH5371HLSHW,K3421-0660,冷熱開關板(W),20,220,40,
EH-5287,EH5287HLSLW,K3421-0670,開關板(B),30,230,50,
EH-5287,EH5287HLSHW,K3421-0680,開關板(G),20,220,40,
EH-5287,EH5287MSW,K3421-0690,開關,90,290,150,
EH-5287,EH5287SSHW,K3421-0700,電壓開關,30,230,50,
EH-5282,EH5282MSPLW,K3421-0710,開關板(B),20,220,40,
EH-5282,EH5282MSW,K3421-0730,開關,50,250,90,
EH-2511,EH2511SWBW,K3421-0740,開關板,30,230,50,
EH-5284,EH5284SWPW,K3421-0750,開關粉紅,30,230,50,
EH-5284,EH5284SWGW,K3421-0760,開關綠,30,230,50,
EH-7911,EH7911SWPLW,K3421-0770,開關板,20,220,40,
EH-7926,EH7923SWPPW,K3421-0780,開關板,20,220,40,
EH-5275,EH5275MSPVW,K3421-0790,開關板V(20120901停供),30,230,50,
EH-5275,EH5275MSPHW,K3421-0800,開關板L,30,230,50,
EH-5214,EH5214MSLW,K3421-0810,開關板B,30,230,50,
EH-5214,EH5214MSPW,K3421-0820,開關板P,30,230,50,
EH-5311,EH5311MSPLW,K3421-0830,開關板B,20,220,40,
EH-5311,EH5311MSPWW,K3421-0840,開關板W,20,220,40,
EH-2501,EH2501CPTW,K3421-0850,爪勾,30,230,50,
EH-5471,EH5472MSPBHW,K3421-0860,按鈕,20,220,40,
EH-5471,EH5472HLSPLW,K3421-0870,開關板藍,20,220,40,
EH-5471,EH5472HLSPHW,K3421-0880,開關板,20,220,40,
EH-5471,EH5472MSW,K3421-0890,冷熱開關,90,290,150,
EH-5471,EH5472SSW,K3421-0900,風速開關,50,250,90,
EH-2424,WEH2424S0357,K3421-0910,開蓋按鈕,50,250,90,
EH-5372,EH5372MSPLW,K3421-0920,開關板藍,30,230,50,
EH-5372,EH5372MSPPW,K3421-0930,開關板粉紅,30,230,50,
EH-5276,EH5276MSPPW,K3421-0940,開關板粉紅,30,230,50,
EH-5276,EH5276MSPVW,K3421-0950,開關板紫,30,230,50,
EH-5101,EH5101MSPLW,K3421-0960,開關板L,30,230,50,
EH-5101,EH5101MSPPW,K3421-0970,開關板P,30,230,50,
EH-5215,EH5215MSPDLW,K3421-0980,開關板藍,30,230,50,
EH-5215,EH5215MSPWW,K3421-0990,開關板白,30,230,50,
EH-1613,EH1613LHLW,K3421-1000,爪勾,30,230,50,
EH-5264,WEH5263W1668,K3421-1010,開關板,30,230,50,
EH-2513,EH2513SWBWW,K3421-1020,開關板,30,230,50,
EH-2271,EH2271MS1W,K3421-1030,開關,120,320,200,
EH-2271,EH2271CS1W,K3421-1040,冷熱開關,50,250,90,
EH-2271,EH2271NNSW,K3421-1050,奈米開關,50,250,90,
EH-5934,EH5934MPDLW,K3421-1060,主開關板深藍,30,230,50,
EH-5934,EH5934MPLW,K3421-1070,主開關板藍,30,230,50,
EH-5934,EH5934HLSLW,K3421-1080,開關板,30,230,50,
EH-5934,EH5934HLSLVW,K3421-1090,開關板,30,230,50,
EH-2861,WEH2861W3567,K3421-1100,排水按鈕,50,250,90,
EH-5401,EH5401HLWW,K3421-1110,選擇壓鈕,30,230,50,
EH-2473,WEH2473W3588,K3421-1120,選擇鈕,50,250,90,
EH-2473,WEH2473W3598,K3421-1130,電源鈕,30,230,50,
EH-5284,EH5284SWDW,K3421-1140,開關橘,50,250,90,
EH-KA11,EHKA11MSPWW,K3421-1150,開關板,20,220,40,
EH-KA11,EHKA11PBWW,K3421-1160,壓鈕,20,220,40,
EH-KA71,EHKA71PBWW,K3421-1170,壓鈕,20,220,40,
EH-KA71,EHKA71SPHW,K3421-1180,開關板,20,220,40,
EH-KA31,EHKA31ASPHW,K3421-1190,推桿,20,220,40,
EH-NE31,EHNE31MSPWW,K3421-1200,開關板,30,230,50,
EH-NE31,EHNE31MSHWW,K3421-1210,推桿,30,230,50,
EH-NE50,EHNE50MSPWW,K3421-1220,開關板,50,250,90,
EH-NE50,EHNE50MSHWW,K3421-1230,推桿,30,230,50,
EH-NE70,EHNE70MSPHW,K3421-1240,開關板,50,250,90,
EH-NE70,EHNE70MSHWW,K3421-1250,推桿,30,230,50,
EH-NE60,EHNE60MSPWW,K3421-1260,開關板,50,250,90,
EH-HS60,EHHS60SPWW,K3421-1270,開關板,30,230,50,
EH-NA30-W,EHNA30MSPWW,K3421-1280,開關板,50,250,90,
EH-NA30VP,EHNA30NMSW,K3421-1290,開關,90,290,150,
EH-NE11,EHNE11MS2W,K3421-1300,開關,90,290,150,
EH-ND21,EHND21MS2W,K3421-1310,開關,90,290,150,
EH-NE41,EHNE41MS1W,K3421-1320,開關,90,290,150,
EH-NE41,EHNE41MSPLW,K3421-1330,開關板(綠),30,230,50,
EH-NE41,EHNE41MSPPW,K3421-1340,開關板(粉紅),30,230,50,
EH-ND24,EHND24MS1W,K3421-1350,開關,90,290,150,
EH-ND24,EHND24MSPBW,K3421-1360,開關板,30,230,50,
EH-NE14,EHNE14MS1W,K3421-1370,開關,90,290,150,
EH-NE14,EHNE14MSPPW,K3421-1380,開關板(粉),30,230,50,
EH-ND51,EHND51MS1W,K3421-1390,開關,90,290,150,
EH-ND51,EHND51MSPWW,K3421-1400,開關板,30,230,50,
EH-KA14,EHKA14PBPW,K3421-1410,壓鈕,30,230,50,
EH-KA14,EHKA14MSPPW,K3421-1420,開關板,30,230,50,
EH-NA30VP,EHNA30MSPPW,K3421-1430,開關,50,250,90,
EH-HW17,EHHW17SPPW,K3421-1440,開關連桿 (粉紅),30,230,50,
EH-HW17,EHHW17SPWW,K3421-1450,開關連桿 (白),30,230,50,
EH-HW17,EHHW17MSW,K3421-1460,開關,30,230,50,
EH-NE11,EHNE11MSPWW,K3421-1470,開關板,30,230,50,
EH-ND21,EHND21MSPWW,K3421-1480,開關板,30,250,50,B.15
EH-NA98-W,EHNA98MSPWW,K3421-1490,開關板(白),90,380,150,C.20
EH-NE21,EHNE21MSPBW,K3421-1500,開關板,30,320,50,C.20
EH-NA9A,EHNA9AMSPRW,K3421-1510,開關板,90,310,150,B.15
EH-NA32,EHNA32MSHWW,K3421-1520,開關固定座,30,180,50,A.10
EH-NA32,EHNA32MSPPW,K3421-1530,風量開關外殼(粉),50,200,90,A.10
EH-NA32,EHNA32MSPSW,K3421-1540,風量開關外殼(銀),50,200,90,A.10
EH-NA55,EHNA55MSPHW,K3421-1550,開關板(粉金),50,270,90,B.15
EH-NA55,EHNA55MSW,K3421-1560,開關,90,310,150,B.15
EH-NE14,EHNE14MSPWW,K3421-1570,開關(白),20,240,40,B.15
EH-NA9B,EHNA9BMSBPW,K3421-1580,模式按鍵（粉金）,50,270,90,B.15
EH-NA9B,EHNA9BMSBRW,K3421-1590,模式按鍵（桃紅）,50,270,90,B.15
EH-NA9B,EHNA9BMSPPW,K3421-1600,開關板（粉金）,90,310,150,B.15
EH-NA9B,EHNA9BMSPRW,K3421-1610,開關板（桃紅）,90,310,150,B.15
EH-NA46,EHNA46MSHWW,K3421-1620,開關固定夾,30,250,50,B.15
EH-KN8C,EHKN8CPBPW,K3421-1630,配件拆卸按鈕,50,340,90,C.20
EH-NE43,EHNE43MS2W,K3421-1640,開關,50,340,90,C.20
EH-NE43,EHNE43MSPBW,K3421-1650,開關板(黑),20,240,40,B.15
EH-NE43,EHNE43MSPSW,K3421-1660,開關板(雲灰),50,270,90,B.15
EH-ND56,EHND56MSPWW,K3421-1670,開關板,30,250,50,B.15
EH-ND56,EHND56MS2W,K3421-1680,開關,50,340,90,C.20
EH-NE29,EHNE29CSBBW,K3421-1690,冷卻開關按鈕,30,320,50,C.20
EH-NE29,EHNE29MSPBW,K3421-1700,主開關板（黑色）,30,320,50,C.20
EH-NE29,EHNE29MSW,K3421-1710,開關,50,480,90,E.30
EH-NA7M,EHNA7MMSPHW,K3421-1720,開關板,50,340,90,C.20
EH-NE73,EHNE73CSBHW,K3421-1730,冷風開關紐(灰),30,320,50,C.20
EH-NE73,EHNE73MSPHW,K3421-1740,開關板(灰),30,320,50,C.20
EH-NA7M,EHNA7MMSW,K3421-1750,開關,90,520,150,E.30
EH-5281,EH5281SWPW,K3425-0010,開關粉紅,30,230,50,
EH-5371,EH5371MSPVW,K3425-0030,按鈕,20,220,40,
EH-2271,EH2271CSBWW,K3425-0060,按鈕,30,230,50,
EH-2271,EH2271MSPW1W,K3425-0070,開關鍵,30,230,50,
EH-257,WEH257L0777,K3451-0150,電路板,350,550,400,
EH-2501,EH2501PCBBW,K3451-0160,主基板,90,290,150,
EH-1671,EH1671CC11W,K3451-0190,電路板,350,550,400,
EH-1671,EH1671SWPCBW,K3451-0200,按押電路板,90,290,150,
EH-2511,EH2511BAPW,K3451-0210,基座,150,350,250,
EH-7926,EH7923ICC1W,K3451-0220,基板,50,250,90,
EH-2851,WEH2851W2107,K3451-0230,電源基板,900,1100,1000,
EH-2851,WEH2851W3997,K3451-0240,面板,600,800,700,
EH-2851,WEH2851W2118,K3451-0250,表示基板,900,1100,1000,
EH-1613,EH1613CCLW,K3451-0260,基板,250,450,300,
EH-2861,WEH2861L2107,K3451-0270,基板,800,1000,900,
EH-2861,WEH2861H4458,K3451-0280,基板,800,1000,900,
EH-1603,EH1603CCA1W,K3451-0290,基板,120,320,200,
EH-1603,EH1603ELB1W,K3451-0300,小基板,30,230,50,
EH-1711,EH1711PCB1W,K3451-0310,基板,300,500,400,
EH-2271,EH2271NNC1W,K3451-0320,負離子基板(泰國已停供),1200,1400,1300,
EH-1575,EH1575DEAW,K3451-0330,基板,300,500,400,
EH-1673,EH1673CCA1W,K3451-0340,基板,300,500,400,
EH-NE31,EHNE31ELCB1W,K3451-0350,基板,90,290,150,
EH-NE50,EHNE50ELCB1W,K3451-0360,基板,90,290,150,
