機種,品番,摘要,檢印,建立日期
CS-PX40A2,C3932-0769,2017年新一對一機種,林信成,2016/6/30
CS-PX50A2,C3932-0770,2017年新一對一機種,林信成,2016/6/30
CS-PX63A2,C3932-0771,2017年新一對一機種,林信成,2016/6/30
CS-PX71A2,C3932-0772,2017年新一對一機種,林信成,2016/6/30
CS-PX80A2,C3932-0773,2017年新一對一機種,林信成,2016/6/30
CS-PX90A2,C3932-0774,2017年新一對一機種,林信成,2016/6/30
CS-PX110A2,C3932-0775,2017年新一對一機種,林信成,2016/6/30
CU-PX22HA2,C3932-0776,2017年新一對一機種,林信成,2016/6/30
CU-PX22CA2,C3932-0777,2017年新一對一機種,林信成,2016/6/30
CU-PX28HA2,C3932-0778,2017年新一對一機種,林信成,2016/6/30
CU-PX28CA2,C3932-0779,2017年新一對一機種,林信成,2016/6/30
CU-PX36HA2,C3932-0780,2017年新一對一機種,林信成,2016/6/30
CU-PX36CA2,C3932-0781,2017年新一對一機種,林信成,2016/6/30
CU-PX40HA2,C3932-0782,2017年新一對一機種,林信成,2016/6/30
CU-PX40CA2,C3932-0783,2017年新一對一機種,林信成,2016/6/30
CU-PX50HA2,C3932-0784,2017年新一對一機種,林信成,2016/6/30
CU-PX50CA2,C3932-0785,2017年新一對一機種,林信成,2016/6/30
CU-PX63HA2,C3932-0786,2017年新一對一機種,林信成,2016/6/30
CU-PX63CA2,C3932-0787,2017年新一對一機種,林信成,2016/6/30
CU-PX71HA2,C3932-0788,2017年新一對一機種,林信成,2016/6/30
CU-PX71CA2,C3932-0789,2017年新一對一機種,林信成,2016/6/30
CU-PX80HA2,C3932-0790,2017年新一對一機種,林信成,2016/6/30
CU-PX80CA2,C3932-0791,2017年新一對一機種,林信成,2016/6/30
CU-PX90HA2,C3932-0792,2017年新一對一機種,林信成,2016/6/30
CU-PX90CA2,C3932-0793,2017年新一對一機種,林信成,2016/6/30
CU-PX110HA2,C3932-0794,2017年新一對一機種,林信成,2016/6/30
CU-PX110CA2,C3932-0795,2017年新一對一機種,林信成,2016/6/30
CW-N28~40HA2,C3932-0796,2017年 變頻窗型 (外機),高士淵,2015/7/11
CW-N50HA2,C3932-0797,2017年 變頻窗型 (外機),高士淵,2015/7/11
CW-N28HA2,C3932-0798,2017年 變頻窗型 (外機),高士淵,2015/7/11
CW-N36HA2,C3932-0799,2017年 變頻窗型 (外機),高士淵,2015/7/11
CW-N40HA2,C3932-0800,2017年 變頻窗型 (外機),高士淵,2015/7/11
CW-N50HA2,C3932-0801,2017年 變頻窗型 (外機),高士淵,2015/7/11
CS-K22~50YA2,C3932-0802,2017 對應CSPF,蘇俊安,2016/7/15
CS-K63~71YA2,C3932-0803,2017 對應CSPF,蘇俊安,2016/7/15
CS-LX22~110YA2,C3932-0804,2017 對應CSPF,蘇俊安,2016/7/15
CS-LJ22~90YA2,C3932-0805,2017 對應CSPF,蘇俊安,2016/7/15
CU-2J52-63Y,C3932-0806,2017年一對多室外機,蘇俊安,2016/7/18
CU-2J83-100Y,C3932-0807,2017年一對多室外機,蘇俊安,2016/7/18
CU-4J130Y,C3932-0808,2017年一對多室外機,蘇俊安,2016/7/18
CU-4J150Y,C3932-0809,2017年一對多室外機,蘇俊安,2016/7/18
CU-M90CA2,C3932-0810,2017年EV箱,蘇俊安,2016/8/30
CU-M100CA2,C3932-0811,2017年EV箱,蘇俊安,2016/8/30
CU-M130CA2,C3932-0812,2017年EV箱,蘇俊安,2016/8/30
CU-M150CA2,C3932-0813,2017年EV箱,蘇俊安,2016/8/30
CU-M90HA2,C3932-0814,2017年EV箱,蘇俊安,2016/8/30
CU-M100HA2,C3932-0815,2017年EV箱,蘇俊安,2016/8/30
CU-M130HA2,C3932-0816,2017年EV箱,蘇俊安,2016/8/30
CU-M150HA2,C3932-0817,2017年EV箱,蘇俊安,2016/8/30
CU-M90~100CA/HA2,C3932-0818,2017年EV箱,蘇俊安,2016/8/30
CU-M100CA/HA2,C3932-0819,2017年EV箱,蘇俊安,2016/8/30
CU-M130CA/HA2,C3932-0820,2017年EV箱,蘇俊安,2016/8/30
CU-M150CA/HA2,C3932-0821,2017年EV箱,蘇俊安,2016/8/30
CW-N28/36HA2,C3932-0822,2017年 變頻窗型 (內機),高士淵,2015/9/5
CW-N40/50HA2,C3932-0823,2017年 變頻窗型 (內機),高士淵,2015/9/5
CW-N28HA2,C3932-0824,2017年 變頻窗型 (內機),高士淵,2015/9/5
CW-N36HA2,C3932-0825,2017年 變頻窗型 (內機),高士淵,2015/9/5
CW-N40HA2,C3932-0826,2017年 變頻窗型 (內機),高士淵,2015/9/5
CW-N50HA2,C3932-0827,2017年 變頻窗型 (內機),高士淵,2015/9/5
CS-J22~110YDA2,C3932-0828,2017年 DUCT 室内機,高士淵,2015/9/19
CS-J22YDA2,C3932-0829,2017年 DUCT 室内機,高士淵,2015/9/19
CS-J28YDA2,C3932-0830,2017年 DUCT 室内機,高士淵,2015/9/19
CS-J36YDA2,C3932-0831,2017年 DUCT 室内機,高士淵,2015/9/19
CS-J40YDA2,C3932-0832,2017年 DUCT 室内機,高士淵,2015/9/19
CS-J50YDA2,C3932-0833,2017年 DUCT 室内機,高士淵,2015/9/19
CS-J63YDA2,C3932-0834,2017年 DUCT 室内機,高士淵,2015/9/19
CS-J71YDA2,C3932-0835,2017年 DUCT 室内機,高士淵,2015/9/19
CS-J80YDA2,C3932-0836,2017年 DUCT 室内機,高士淵,2015/9/19
CS-J90YDA2,C3932-0837,2017年 DUCT 室内機,高士淵,2015/9/19
CS-J110YDA2,C3932-0838,2017年 DUCT 室内機,高士淵,2015/9/19
CS-PX22~110A2,C3932-0839,2017年 PX 室內機,林俊宇,2015/10/25
F-YCP23H,C3932-0840,2017年香港向除溼機,廖啟宏,2016/10/27
F-YCP28H,C3932-0841,2017年香港向除溼機,廖啟宏,2016/10/27
F-WYP66XC,C3932-0842,2017年中國向除溼機,廖啟宏,2016/10/27
F-WYP46XC,C3932-0843,2017年中國向除溼機,廖啟宏,2016/10/27
F-YCP16AH,C3932-0845,2017年香港向清淨除溼機,廖啟宏,2016/10/27
F-YCP21AH,C3932-0846,2017年香港向清淨除溼機,廖啟宏,2016/10/27
F-YCP16AC,C3932-0847,2017年中國向清淨除溼機,廖啟宏,2016/10/27
F-YCP21AC,C3932-0848,2017年中國向清淨除溼機,廖啟宏,2016/10/27
F-Y24EXW,C3932-0849,2017年台灣向除溼機,廖啟宏,2016/10/27
F-Y28EXW,C3932-0850,2017年台灣向除溼機,廖啟宏,2016/10/27
F-Y32EXW,C3932-0851,2017年台灣向除溼機,廖啟宏,2016/10/27
F-Y36EXW,C3932-0852,2017年台灣向除溼機,廖啟宏,2016/10/27
F-Y45EXW,C3932-0853,2017年台灣向除溼機,廖啟宏,2016/10/27
F-Y32EHW,C3932-0854,2017年台灣向清淨除溼機,廖啟宏,2016/10/27
F-Y16EW,C3932-0855,2017年台灣向除溼機,廖啟宏,2016/10/27
F-Y22EW,C3932-0856,2017年台灣向除溼機,廖啟宏,2016/10/27
CZ-5EV,C3932-0857,分歧箱本體,鄧人維,2016/11/3
CZ-3EV,C3932-0858,分歧箱本體,鄧人維,2016/11/3
KSA-282DC09,C3932-0859,2017 KOLIN 新機種 (內機冷專),鍾孟庭,2016/11/14
KSA-362DC09,C3932-0860,2017 KOLIN 新機種 (內機冷專),鍾孟庭,2016/11/14
KSA-412DC09,C3932-0861,2017 KOLIN 新機種 (內機冷專),鍾孟庭,2016/11/14
KSA-502DC09,C3932-0862,2017 KOLIN 新機種 (內機冷專),鍾孟庭,2016/11/14
KSA-632DC09,C3932-0863,2017 KOLIN 新機種 (內機冷專),鍾孟庭,2016/11/14
KSA-722DC09,C3932-0864,2017 KOLIN 新機種 (內機冷專),鍾孟庭,2016/11/14
KSA-282DV09,C3932-0865,2017 KOLIN 新機種 (內機冷暖),鍾孟庭,2016/11/14
KSA-412DV09,C3932-0866,2017 KOLIN 新機種 (內機冷暖),鍾孟庭,2016/11/14
KDC-28209,C3932-0867,2017 KOLIN 新機種 (外機冷專),鍾孟庭,2016/11/14
KDC-36209,C3932-0868,2017 KOLIN 新機種 (外機冷專),鍾孟庭,2016/11/14
KDC-41209,C3932-0869,2017 KOLIN 新機種 (外機冷專),鍾孟庭,2016/11/14
KDC-50209,C3932-0870,2017 KOLIN 新機種 (外機冷專),鍾孟庭,2016/11/14
KDC-63209,C3932-0871,2017 KOLIN 新機種 (外機冷專),鍾孟庭,2016/11/14
KDC-72209,C3932-0872,2017 KOLIN 新機種 (外機冷專),鍾孟庭,2016/11/14
KDV-28209,C3932-0873,2017 KOLIN 新機種 (外機冷暖),鍾孟庭,2016/11/14
KDV-41209,C3932-0874,2017 KOLIN 新機種 (外機冷暖),鍾孟庭,2016/11/14
CW(S)-N22HA2,C3932-0875,2017年 變頻窗型 (內機),高士淵,2016/11/17
CW(S)-N60HA2,C3932-0876,2017年 變頻窗型 (內機),高士淵,2016/11/17
CW(S)-N68HA2,C3932-0877,2017年 變頻窗型 (內機),高士淵,2016/11/17
CW(U)-N22HA2,C3932-0878,2017年 變頻窗型 (外機),高士淵,2016/11/17
CW(U)-N60HA2,C3932-0879,2017年 變頻窗型 (外機),高士淵,2016/11/17
CW(U)-N68HA2,C3932-0880,2017年 變頻窗型 (外機),高士淵,2016/11/17
F-Y24EX,C3932-0881,2017年除濕機,廖啟宏,2016/12/17
F-Y28EX,C3932-0882,2017年除濕機,廖啟宏,2016/12/17
F-Y32EX,C3932-0883,2017年除濕機,廖啟宏,2016/12/17
F-Y36EX,C3932-0884,2017年除濕機,廖啟宏,2016/12/17
F-Y45EX,C3932-0885,2017年除濕機,廖啟宏,2016/12/17
F-Y16EX,C3932-0886,2017年除濕機,廖啟宏,2016/12/17
F-Y22EX,C3932-0887,2017年除濕機,廖啟宏,2016/12/17
F-Y20EH,C3932-0888,2017年除濕機,廖啟宏,2016/12/17
F-Y26EH,C3932-0889,2017年除濕機,廖啟宏,2016/12/17
F-Y32EH,C3932-0890,2017年除濕機,廖啟宏,2016/12/17
F-WYP46XC,C3932-0891,2017年除濕機,廖啟宏,2016/12/17
F-WYP66XC,C3932-0892,2017年除濕機,廖啟宏,2016/12/17
F-YCP23H,C3932-0893,2017年除濕機,廖啟宏,2016/12/17
F-YCP28H,C3932-0894,2017年除濕機,廖啟宏,2016/12/17
F-YAP21H,C3932-0895,2017年除濕機,廖啟宏,2016/12/17
CW-HE180HA,C3932-0896,17年香港向變頻窗型50(內),鄧人維,2017/1/10
CW-HE180HA,C3932-0897,17年香港向變頻窗型50(外),鄧人維,2017/1/10
CS-LJ22YA2 (KUN商旅專案),C3932-0898,2017年 (KUN商旅專案),劉俊佑,2017/3/23
CS-LJ28YA2 (KUN商旅專案),C3932-0899,2017年 (KUN商旅專案),劉俊佑,2017/3/23
CS-LJ36YA2 (KUN商旅專案),C3932-0900,2017年 (KUN商旅專案),劉俊佑,2017/3/23
CS-LJ40YA2 (KUN商旅專案),C3932-0901,2017年 (KUN商旅專案),劉俊佑,2017/3/23
CS-LJ50YA2 (KUN商旅專案),C3932-0902,2017年 (KUN商旅專案),劉俊佑,2017/3/23
CS-LJ63YA2 (KUN商旅專案),C3932-0903,2017年 (KUN商旅專案),劉俊佑,2017/3/23
CS-J32DA2 (KUN商旅專案),C3932-0904,2017年 (KUN商旅專案),劉俊佑,2017/3/23
CS-J36DA2 (KUN商旅專案),C3932-0905,2017年 (KUN商旅專案),劉俊佑,2017/3/23
CS-J36YDA2 (KUN商旅專案),C3932-0906,2017年 (KUN商旅專案),劉俊佑,2017/3/23
CW(S)-N22HA2,C3932-0907,2017年 變頻窗型 (內機),高士淵,2017/3/23
CW(U)-N22HA2,C3932-0908,2017年 變頻窗型 (外機),高士淵,2017/3/23
CW(S)-N60/68HA2,C3932-0909,2017年 變頻窗型 (內機),高士淵,2017/3/23
CW(U)-N60/68HA2,C3932-0910,2017年 變頻窗型 (外機),高士淵,2017/3/23
CS-N22C2,C3932-0911,2017年定速室內機,鄒凱文,2017/4/18
CS-N28C2,C3932-0912,2017年定速室內機,鄒凱文,2017/4/18
CS-N36C2,C3932-0913,2017年定速室內機,鄒凱文,2017/4/18
CS-N40C2,C3932-0914,2017年定速室內機,鄒凱文,2017/4/18
CS-N50C2,C3932-0915,2017年定速室內機,鄒凱文,2017/4/18
CS-N63C2,C3932-0916,2017年定速室內機,鄒凱文,2017/4/18
CS-N71C2,C3932-0917,2017年定速室內機,鄒凱文,2017/4/18
CS-N80C2,C3932-0918,2017年定速室內機,鄒凱文,2017/4/18
CU-PX22~71 (1Fan),C3932-0919,2017變頻室外機,劉俊佑,2017/4/26
CU-PX80 (2Fan),C3932-0920,2017變頻室外機,劉俊佑,2017/4/26
CZ-3EV,C3932-0921,2017年EV箱,蔣育宏,2017/5/9
CZ-5EV,C3932-0922,2017年EV箱,蔣育宏,2017/5/9
F-Y16EN,C3932-0923,2017年除濕機,游立豪,2017/8/24
F-Y22EN,C3932-0924,2017年除濕機,游立豪,2017/8/24
CS-PX22BA2,C3932-0925,2018年 PX系列室內機,蘇俊安,2017/8/31
CS-PX28BA2,C3932-0926,2018年 PX系列室內機,蘇俊安,2017/8/31
CS-PX36BA2,C3932-0927,2018年 PX系列室內機,蘇俊安,2017/8/31
CS-PX40BA2,C3932-0928,2018年 PX系列室內機,蘇俊安,2017/8/31
CS-PX50BA2,C3932-0929,2018年 PX系列室內機,蘇俊安,2017/8/31
CS-PX63BA2,C3932-0930,2018年 PX系列室內機,蘇俊安,2017/8/31
CS-PX71BA2,C3932-0931,2018年 PX系列室內機,蘇俊安,2017/8/31
CS-PX80BA2,C3932-0932,2018年 PX系列室內機,蘇俊安,2017/8/31
CS-PX90BA2,C3932-0933,2018年 PX系列室內機,蘇俊安,2017/8/31
CS-PX110BA2,C3932-0934,2018年 PX系列室內機,蘇俊安,2017/8/31
CS-LX22BA2,C3932-0935,2018年 LX系列室內機,蘇俊安,2017/8/31
CS-LX28BA2,C3932-0936,2018年 LX系列室內機,蘇俊安,2017/8/31
CS-LX36BA2,C3932-0937,2018年 LX系列室內機,蘇俊安,2017/8/31
CS-LX40BA2,C3932-0938,2018年 LX系列室內機,蘇俊安,2017/8/31
CS-LX50BA2,C3932-0939,2018年 LX系列室內機,蘇俊安,2017/8/31
CS-LX63BA2,C3932-0940,2018年 LX系列室內機,蘇俊安,2017/8/31
CS-LX71BA2,C3932-0941,2018年 LX系列室內機,蘇俊安,2017/8/31
CS-LX80BA2,C3932-0942,2018年 LX系列室內機,蘇俊安,2017/8/31
CS-LX90BA2,C3932-0943,2018年 LX系列室內機,蘇俊安,2017/8/31
CS-LX110BA2,C3932-0944,2018年 LX系列室內機,蘇俊安,2017/8/31
CS-LJ22BA2,C3932-0945,2018年 LJ系列室內機,蘇俊安,2017/8/31
CS-LJ28BA2,C3932-0946,2018年 LJ系列室內機,蘇俊安,2017/8/31
CS-LJ36BA2,C3932-0947,2018年 LJ系列室內機,蘇俊安,2017/8/31
CS-LJ40BA2,C3932-0948,2018年 LJ系列室內機,蘇俊安,2017/8/31
CS-LJ50BA2,C3932-0949,2018年 LJ系列室內機,蘇俊安,2017/8/31
CS-LJ63BA2,C3932-0950,2018年 LJ系列室內機,蘇俊安,2017/8/31
CS-LJ71BA2,C3932-0951,2018年 LJ系列室內機,蘇俊安,2017/8/31
CS-LJ80BA2,C3932-0952,2018年 LJ系列室內機,蘇俊安,2017/8/31
CS-LJ90BA2,C3932-0953,2018年 LJ系列室內機,蘇俊安,2017/8/31
CS-K22BA2,C3932-0954,2018年 K系列室內機,蘇俊安,2017/8/31
CS-K28BA2,C3932-0955,2018年 K系列室內機,蘇俊安,2017/8/31
CS-K36BA2,C3932-0956,2018年 K系列室內機,蘇俊安,2017/8/31
CS-K40BA2,C3932-0957,2018年 K系列室內機,蘇俊安,2017/8/31
CS-K50BA2,C3932-0958,2018年 K系列室內機,蘇俊安,2017/8/31
CS-K63BA2,C3932-0959,2018年 K系列室內機,蘇俊安,2017/8/31
CS-K71BA2,C3932-0960,2018年 K系列室內機,蘇俊安,2017/8/31
CU-PX22BHA2,C3932-0961,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX22BCA2,C3932-0962,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX28BHA2,C3932-0963,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX28BCA2,C3932-0964,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX36BHA2,C3932-0965,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX36BCA2,C3932-0966,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX40BHA2,C3932-0967,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX40BCA2,C3932-0968,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX50BHA2,C3932-0969,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX50BCA2,C3932-0970,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX63BHA2,C3932-0971,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX63BCA2,C3932-0972,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX71BHA2,C3932-0973,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX71BCA2,C3932-0974,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX80BHA2,C3932-0975,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX80BCA2,C3932-0976,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX90BHA2,C3932-0977,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX90BCA2,C3932-0978,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX110BHA2,C3932-0979,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-PX110BCA2,C3932-0980,2018年 R32冷煤對應機種 (PX B系列),劉俊佑,2017/9/5
CU-LX22BHA2,C3932-0981,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX22BCA2,C3932-0982,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX28BHA2,C3932-0983,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX28BCA2,C3932-0984,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX36BHA2,C3932-0985,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX36BCA2,C3932-0986,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX40BHA2,C3932-0987,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX40BCA2,C3932-0988,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX50BHA2,C3932-0989,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX50BCA2,C3932-0990,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX63BHA2,C3932-0991,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX63BCA2,C3932-0992,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX71BHA2,C3932-0993,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX71BCA2,C3932-0994,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-X80BHA2,C3932-0995,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX80BCA2,C3932-0996,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX90BHA2,C3932-0997,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX90BCA2,C3932-0998,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX110BHA2,C3932-0999,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LX110BCA2,C3932-1000,2018年 R32冷煤對應機種 (LX B系列),劉俊佑,2017/9/5
CU-LJ22BHA2,C3932-1001,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ22BCA2,C3932-1002,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ28BHA2,C3932-1003,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ28BCA2,C3932-1004,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ36BHA2,C3932-1005,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ36BCA2,C3932-1006,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ40BHA2,C3932-1007,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ40BCA2,C3932-1008,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ50BHA2,C3932-1009,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ50BCA2,C3932-1010,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ63BHA2,C3932-1011,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ63BCA2,C3932-1012,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ71BHA2,C3932-1013,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ71BCA2,C3932-1014,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-J80BHA2,C3932-1015,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ80BCA2,C3932-1016,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ90BHA2,C3932-1017,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-LJ90BCA2,C3932-1018,2018年 R32冷煤對應機種 (LJ B系列),劉俊佑,2017/9/5
CU-K22BCA2-00,C3932-1019,2018年 R32冷煤對應機種 (K B系列),劉俊佑,2017/9/5
CU-K28BCA2-00,C3932-1020,2018年 R32冷煤對應機種 (K B系列),劉俊佑,2017/9/5
CU-K36BCA2-00,C3932-1021,2018年 R32冷煤對應機種 (K B系列),劉俊佑,2017/9/5
CU-K40BCA2-00,C3932-1022,2018年 R32冷煤對應機種 (K B系列),劉俊佑,2017/9/5
CU-K50BCA2-00,C3932-1023,2018年 R32冷煤對應機種 (K B系列),劉俊佑,2017/9/5
CU-K63BCA2-00,C3932-1024,2018年 R32冷煤對應機種 (K B系列),劉俊佑,2017/9/5
CU-K71BCA2-00,C3932-1025,2018年 R32冷煤對應機種 (K B系列),劉俊佑,2017/9/5
CS-K80BA2,C3932-1026,2018年 K系列室內機,鄒凱文,2017/9/5
CS-K90BA2,C3932-1027,2018年 K系列室內機,鄒凱文,2017/9/5
CU-K80BCA2-00,C3932-1028,2018年 R32冷煤對應機種 (K B系列),劉俊佑,2017/9/5
CU-K90BCA2-00,C3932-1029,2018年 R32冷煤對應機種 (K B系列),劉俊佑,2017/9/5
CU-2J52BCA2,C3932-1030,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-2J63BCA2,C3932-1031,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-2J71BCA2,C3932-1032,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-2J83BCA2,C3932-1033,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-3J90BCA2,C3932-1034,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-4J100BCA2,C3932-1035,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-4J130BCA2,C3932-1036,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-4J150BCA2,C3932-1037,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-2J52BHA2,C3932-1038,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-2J63BHA2,C3932-1039,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-2J71BHA2,C3932-1040,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-2J83BHA2,C3932-1041,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-3J90BHA2,C3932-1042,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-4J100BHA2,C3932-1043,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-4J130BHA2,C3932-1044,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-4J150BHA2,C3932-1045,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-2J52/63/71BH(C)A2,C3932-1046,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-2J83/90/100BH(C)A2,C3932-1047,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-4J130BH(C)A2,C3932-1048,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-4J150BH(C)A2,C3932-1049,2018年R32冷煤對應一對多機種,劉俊佑,2017/9/5
CU-M90BCA2,C3932-1050,2018年EV箱 R32冷煤對應,劉俊佑,2017/9/5
CU-M100BCA2,C3932-1051,2018年EV箱 R32冷煤對應,劉俊佑,2017/9/5
CU-M130BCA2,C3932-1052,2018年EV箱 R32冷煤對應,劉俊佑,2017/9/5
CU-M150BCA2,C3932-1053,2018年EV箱 R32冷煤對應,劉俊佑,2017/9/5
CU-M90BHA2,C3932-1054,2018年EV箱 R32冷煤對應,劉俊佑,2017/9/5
CU-M100BHA2,C3932-1055,2018年EV箱 R32冷煤對應,劉俊佑,2017/9/5
CU-M130BHA2,C3932-1056,2018年EV箱 R32冷煤對應,劉俊佑,2017/9/5
CU-M150BHA2,C3932-1057,2018年EV箱 R32冷煤對應,劉俊佑,2017/9/5
CU-M90/100BH(C)A2,C3932-1058,2018年EV箱 R32冷煤對應,劉俊佑,2017/9/5
CU-M130BH(C)A2,C3932-1059,2018年EV箱 R32冷煤對應,劉俊佑,2017/9/5
CU-M150BH(C)A2,C3932-1060,2018年EV箱 R32冷煤對應,劉俊佑,2017/9/5
S-22~160F1T6,C3932-1061, VRF DUCT 中靜壓機種,高士淵,2017/9/11
S-22F1T6,C3932-1062, VRF DUCT 中靜壓機種,高士淵,2017/9/11
S-28F1T6,C3932-1063, VRF DUCT 中靜壓機種,高士淵,2017/9/11
S-36F1T6,C3932-1064, VRF DUCT 中靜壓機種,高士淵,2017/9/11
S-45F1T6,C3932-1065, VRF DUCT 中靜壓機種,高士淵,2017/9/11
S-50F1T6,C3932-1066, VRF DUCT 中靜壓機種,高士淵,2017/9/11
S-56F1T6,C3932-1067, VRF DUCT 中靜壓機種,高士淵,2017/9/11
S-63F1T6,C3932-1068, VRF DUCT 中靜壓機種,高士淵,2017/9/11
S-71F1T6,C3932-1069, VRF DUCT 中靜壓機種,高士淵,2017/9/11
S-80F1T6,C3932-1070, VRF DUCT 中靜壓機種,高士淵,2017/9/11
S-90F1T6,C3932-1071, VRF DUCT 中靜壓機種,高士淵,2017/9/11
S-106F1T6,C3932-1072, VRF DUCT 中靜壓機種,高士淵,2017/9/11
S-112F1T6,C3932-1073, VRF DUCT 中靜壓機種,高士淵,2017/9/11
S-140F1T6,C3932-1074, VRF DUCT 中靜壓機種,高士淵,2017/9/11
